COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
CO,Pitalito,Pitalito,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.641024531,0.579404762,0.54317242,0.554049752,0.553841213,0.575734004,0.596876794,0.659552262,0.649445665
CO,Pitalito,Pitalito,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.222222222,0.285714286,0.25,0.285714286,0.285714286,0.333333333,0.285714286,0.285714286,0.428571429
PE,Lima,El Carmen,Non Wealthy,Prioritized,Perfect Orders,0.880416638,0.87223023,0.880422109,0.885376521,0.883308837,0.887759452,0.885971331,0.891341353,0.897724969
AR,Buenos Aires,Villa Ballester,Non Wealthy,High Priority,% Restaurants Sessions With Optimal Assortment,0.903287278,0.895961848,0.885756988,0.880543756,0.890338185,0.901859263,0.909625946,0.915726635,0.916520556
CL,Concepcion,Talcahuano,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.166666667,0.2,0.142857143,0.222222222,0.333333333,0.5,0.333333333,0.6,0.375
EC,Quito,Vicentina- Floresta,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.218823529,0.22953451,0.23309467,0.23255814,0.211833455,0.203147353,0.191678036,0.199447895,0.222847949
CL,La Serena,Las_Compañias,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.471621752,0.473568277,0.463611687,0.447900712,0.444050031,0.425811644,0.427580015,0.415089132,0.437783822
MX,Garcia,GAR Los nogales,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
MX,Garcia,GAR Los nogales,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.502311244,0.495378691,0.477934951,0.473649336,0.485626411,0.494512628,0.50372618,0.482793726,0.470665267
CL,Rancagua,Rancagua Centro,Non Wealthy,Prioritized,Perfect Orders,0.824171345,0.839045106,0.856733924,0.852790582,0.857864431,0.848381082,0.813560498,0.848848267,0.859853268
CL,Rancagua,Rancagua Centro,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.295731707,0.306002928,0.292413793,0.277506113,0.280092593,0.270700637,0.275229358,0.284816754,0.29068323
CL,Rancagua,Rancagua Centro,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.14671191,0.148209015,0.156313899,0.165907898,0.17202607,0.178661029,0.180811686,0.184220115,0.189284465
MX,Monterrey,MTY_Guadalupe,Non Wealthy,High Priority,% Restaurants Sessions With Optimal Assortment,0.835225962,0.826462382,0.82085196,0.845041031,0.869867899,0.877740131,0.886689138,0.9017251,0.911126527
MX,Monterrey,MTY_Guadalupe,Non Wealthy,High Priority,Restaurants SS > ATC CVR,0.579789623,0.574060056,0.569218167,0.579441806,0.581956799,0.584123719,0.586749595,0.585148112,0.581019584
MX,Monterrey,MTY_Guadalupe,Non Wealthy,High Priority,Restaurants SST > SS CVR,0.901323309,0.901898298,0.900800486,0.902881953,0.905998077,0.907804577,0.910216707,0.9115633,0.91384271
EC,Machala,Raito de luz,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.479108678,0.398643012,0.331688959,0.385825852,0.382854604,0.371554815,0.386976789,0.349507814,0.371964683
CO,Bogota,Salitre,Wealthy,High Priority,% Restaurants Sessions With Optimal Assortment,0.977432318,0.976684658,0.977125995,0.97575549,0.978243215,0.979809936,0.980309851,0.980498583,0.979414321
CO,Bogota,Salitre,Wealthy,High Priority,Restaurants SS > ATC CVR,0.670296313,0.658967825,0.657146602,0.660642333,0.661965547,0.662810103,0.659465042,0.657764532,0.653565123
AR,San Luis,SAN_LUIS,Non Wealthy,Not Prioritized,Perfect Orders,0.888733073,0.880386534,0.884284662,0.874744635,0.882698286,0.896312468,0.907367632,0.907922735,0.903625367
AR,San Luis,SAN_LUIS,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.122792638,0.123522883,0.127407432,0.13159867,0.137284927,0.135335879,0.133133473,0.127923087,0.115259432
AR,San Luis,SAN_LUIS,Non Wealthy,Not Prioritized,Lead Penetration,0.175546229,0.178744093,0.187535519,0.195157097,0.200234258,0.200267304,0.198887026,0.197783565,0.1983391
BR,Rio De Janeiro,Gavea,Wealthy,Prioritized,% PRO Users Who Breakeven,0.348426708,0.36091954,0.36196319,0.37182448,0.359171144,0.356321839,0.355996944,0.354246366,0.330030488
MX,Culiacan,21_de_Marzo,Non Wealthy,Prioritized,Lead Penetration,0.107016078,0.107017038,0.107431606,0.105875041,0.103374799,0.10296193,0.104520916,0.108133668,0.111225847
MX,Ciudad De Mexico,Satélite-Naucalpan,Non Wealthy,High Priority,Non-Pro PTC > OP,0.73823885,0.737735203,0.734998711,0.730416314,0.727538194,0.720998685,0.714217733,0.709446464,0.715207462
CO,Rionegro,Rio Negro,Non Wealthy,Prioritized,Perfect Orders,0.864464708,0.863240796,0.865373343,0.875601272,0.882478353,0.888456103,0.879829784,0.890032571,0.893193117
CO,Rionegro,Rio Negro,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.622810433,0.613226343,0.615657615,0.620396301,0.624805609,0.632806396,0.6056275,0.611507245,0.618233821
CO,Rionegro,Rio Negro,Non Wealthy,Prioritized,Lead Penetration,0.194561733,0.19641156,0.196516492,0.194759181,0.192896114,0.193931781,0.195172312,0.197129475,0.198773161
PE,Piura,Residencial,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.924388712,0.927000752,0.931773697,0.929303143,0.930396564,0.930440161,0.927697146,0.928469578,0.929703515
PE,Piura,Residencial,Non Wealthy,Prioritized,Turbo Adoption,0.161904762,0.152380952,0.180555556,0.135514019,0.097674419,0.123853211,0.133027523,0.139013453,0.131147541
PE,Piura,Residencial,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.185714588,0.192127515,0.195170937,0.194317853,0.195753465,0.197995127,0.195665072,0.19428426,0.193152083
MX,Los Mochis,Moch_1,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.104799444,0.103920613,0.102679094,0.101734525,0.101986465,0.102596527,0.103007686,0.104660144,0.103747061
MX,Los Mochis,Moch_1,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.09966837,0.096368069,0.095306531,0.09872092,0.102215097,0.102873502,0.103973327,0.099103164,0.097288408
MX,Ciudad Valles,VALL Valles Norte,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
EC,Guayaquil,Duran,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.2,0.135135135,0.135135135,0.135135135,0.170731707,0.195121951,0.219512195,0.225,0.194444444
CL,Santiago De Chile,autopista_central,Non Wealthy,Not Prioritized,Perfect Orders,0.772916748,0.783611355,0.803148694,0.802108255,0.799234482,0.82257054,0.811059944,0.854740595,0.847185502
BR,Salvador,BA - SSA - Pituba,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
BR,Salvador,BA - SSA - Pituba,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.045590387,0.047604152,0.042309658,0.038241961,0.034921125,0.031213143,0.032894669,0.029809692,0.032400873
BR,Salvador,BA - SSA - Pituba,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0,0.027777778,0.028037383,0.018867925,0.029411765,0.038834951,0.019607843,0,0.02
EC,Guayaquil,Via la Costa Oeste,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.531068226,0.537808782,0.553112819,0.579319062,0.581970238,0.579851434,0.582735286,0.564281303,0.556323137
EC,Guayaquil,Via la Costa Oeste,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.282208589,0.2734375,0.27443609,0.254867257,0.239316239,0.263620387,0.266423358,0.267552182,0.300947867
BR,Rio De Janeiro,Maracana,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.865295755,0.870075466,0.873006153,0.898259423,0.893585363,0.893197842,0.896863436,0.905443054,0.902061781
BR,Rio De Janeiro,Maracana,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.24217119,0.244855967,0.224032587,0.232179226,0.211693548,0.217303823,0.230923695,0.213279678,0.206827309
BR,Rio De Janeiro,Maracana,Non Wealthy,Prioritized,Lead Penetration,0.111406593,0.111623275,0.110791122,0.107846388,0.104891665,0.101484279,0.097619774,0.096119248,0.096339184
MX,Tijuana,TIJ_Buenos_Aires,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.842578576,0.84512592,0.846203041,0.845613845,0.851982954,0.858911215,0.848226527,0.852089909,0.855501147
MX,Tijuana,TIJ_Buenos_Aires,Non Wealthy,Prioritized,Lead Penetration,0.135035671,0.130792172,0.129260616,0.130038348,0.131198132,0.132357915,0.140252078,0.145883615,0.149637973
MX,Tijuana,TIJ_Buenos_Aires,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.141182078,0.143045305,0.142473555,0.144767317,0.134575308,0.130803296,0.133791284,0.131977411,0.138980678
BR,Porto Alegre,RS - POA - Moinhos de Vento,Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.701210281,0.731967156,0.731502219,0.744180914,0.651896061,0.663568854,0.682281706,0.713974386,0.697468267
CO,Bogota,Usme,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.155330882,0.143131604,0.152433425,0.143248175,0.139659803,0.156360424,0.142857143,0.140303843,0.142703863
CO,Bogota,Usme,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.127691214,0.132854025,0.131769246,0.13170954,0.127065656,0.126685498,0.1302379,0.130775569,0.136317059
MX,Ciudad De Mexico,Coyoacan-Pedregal,Wealthy,High Priority,Non-Pro PTC > OP,0.750877281,0.744856047,0.738642048,0.730110739,0.723498439,0.716191097,0.708252273,0.704231325,0.711174957
MX,Ciudad De Mexico,Coyoacan-Pedregal,Wealthy,High Priority,Pro Adoption (Last Week Status),0.465635919,0.465853236,0.462137669,0.459427328,0.456998202,0.462124183,0.466808449,0.469301631,0.492922162
MX,Ciudad De Mexico,Coyoacan-Pedregal,Wealthy,High Priority,Turbo Adoption,0.392682023,0.404238879,0.398493976,0.395892501,0.392409027,0.353425683,0.354654206,0.349981146,0.341140644
BR,Rio De Janeiro,Nova iguaçu,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.331861204,0.343233102,0.363733429,0.376707658,0.362562906,0.447310506,0.370818787,0.31907364,0.309239538
BR,Rio De Janeiro,Nova iguaçu,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.76552492,0.813750372,0.831028094,0.873320347,0.868721708,0.841797033,0.852649481,0.795776874,0.766834669
BR,Rio De Janeiro,Nova iguaçu,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.049865591,0.037509601,0.025998464,0.019589984,0.008712905,0.022469258,0.034597834,0.04111636,0.03734503
EC,Quito,Sur de Quito,Non Wealthy,High Priority,Lead Penetration,320.5,323.7,326.9,336.3,347,361.5,371.8,383.8,393.9
MX,Monterrey,Mitras Centro,Wealthy,Prioritized,Perfect Orders,0.908897552,0.899317872,0.89084156,0.890533722,0.896720022,0.90644342,0.910737043,0.910936343,0.909778751
MX,Monterrey,Mitras Centro,Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.95800646,0.959420728,0.955203477,0.959811904,0.960830624,0.959159371,0.961240369,0.963672686,0.96637391
MX,Monterrey,Mitras Centro,Wealthy,Prioritized,Lead Penetration,0.302833897,0.304947631,0.306805502,0.308298669,0.309124894,0.310138231,0.311529189,0.313644246,0.314541474
MX,Cadereyta De Jimenez,CAD DOCE DE OCTUBRE,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.671186643,0.684196071,0.71604608,0.692184733,0.665111436,0.672983193,0.653051747,0.692330827,0.62131579
MX,Cadereyta De Jimenez,CAD DOCE DE OCTUBRE,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.081242389,0.075140539,0.068349835,0.066802599,0.059284931,0.053738105,0.070733276,0.070892161,0.070697543
UY,Montevideo,Prado,Non Wealthy,Prioritized,Perfect Orders,0.929056784,0.946261211,0.953119944,0.958325001,0.957114484,0.967014409,0.957171505,0.942073688,0.941265265
UY,Montevideo,Prado,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.388679245,0.377697842,0.396363636,0.387681159,0.378571429,0.375,0.364661654,0.395918367,0.422885572
CL,Santiago De Chile,La Florida San Joaquin,Non Wealthy,High Priority,Restaurants SS > ATC CVR,0.623646616,0.620719247,0.603072286,0.599161325,0.597087061,0.601435608,0.591390317,0.599498628,0.603843093
CL,Santiago De Chile,La Florida San Joaquin,Non Wealthy,High Priority,Restaurants SST > SS CVR,0.935964857,0.939006343,0.940122805,0.941458646,0.941240723,0.941365292,0.930473696,0.933844148,0.937895745
CL,Santiago De Chile,La Florida San Joaquin,Non Wealthy,High Priority,Turbo Adoption,0.231908954,0.235180826,0.232998414,0.229977117,0.22773092,0.226080721,0.221466681,0.19761859,0.206363366
CL,Santiago De Chile,La Florida San Joaquin,Non Wealthy,High Priority,Restaurants Markdowns / GMV,0.12692211,0.132799107,0.13951691,0.142656145,0.146159633,0.148459081,0.148567444,0.149330275,0.146685145
BR,Curitiba,PR - CWB - Cristo Rei/Juveve,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.358924708,0.363867685,0.370452708,0.373819492,0.3722031,0.370195722,0.365149808,0.363167183,0.359338979
EC,Quito,San Martin de Porras,Non Wealthy,Not Prioritized,Perfect Orders,0.940167362,0.846392022,0.839295632,0.894839062,0.891449158,0.947472036,0.973333333,0.96298802,0.965574348
EC,Quito,San Martin de Porras,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.25,0.333333333,0.5,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0
MX,Tulum,TUL_Tulum,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.597542447,0.587611955,0.589532281,0.570485667,0.572249349,0.551936934,0.548469591,0.544051042,0.528342588
BR,Recife,PE - REC - Afogados,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.784242426,0.783755866,0.790197845,0.773879409,0.737464029,0.744670496,0.743753101,0.759387654,0.761838066
BR,Recife,PE - REC - Afogados,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.330960854,0.336842105,0.353146853,0.323432343,0.33220339,0.350180505,0.374015748,0.392592593,0.409090909
BR,Campinas,SP - CPS - Sousas,Non Wealthy,Not Prioritized,Perfect Orders,0.652148433,0.596845593,0.700349318,0.6320077,0.723303677,0.797840622,0.712150879,0.750156549,0.592307774
BR,Campinas,SP - CPS - Sousas,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.762796935,0.815788177,0.880378931,0.855867121,0.798855311,0.682371795,0.73792735,0.661858974,0.644123932
BR,Campinas,SP - CPS - Sousas,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.333333333,0.2,0.333333333,0.3125,0.4,0.533333333,0.5,0.428571429,0.384615385
EC,Quito,Valle de los Chillos,Non Wealthy,High Priority,Perfect Orders,0.912998053,0.903612832,0.91988049,0.924159983,0.924754502,0.936074839,0.931540626,0.91818561,0.908291526
EC,Quito,Valle de los Chillos,Non Wealthy,High Priority,% Restaurants Sessions With Optimal Assortment,0.871029583,0.877599755,0.881857689,0.882295599,0.8876171,0.887845778,0.887056323,0.89065739,0.896198514
EC,Quito,Valle de los Chillos,Non Wealthy,High Priority,% PRO Users Who Breakeven,0.365853659,0.376470588,0.45,0.447058824,0.449438202,0.404255319,0.386138614,0.380952381,0.41509434
EC,Quito,Valle de los Chillos,Non Wealthy,High Priority,Restaurants Markdowns / GMV,0.163323617,0.185762228,0.206026843,0.215965881,0.22204062,0.234488268,0.235305443,0.23284438,0.225050428
CL,Viña Del Mar,Reñaca,Wealthy,Prioritized,Perfect Orders,0.881353228,0.882198762,0.881282525,0.885559223,0.889498791,0.903373927,0.89454554,0.8963108,0.89269366
CL,Viña Del Mar,Reñaca,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.316059201,0.317373618,0.31413488,0.312936476,0.310169276,0.305823376,0.297074175,0.286843535,0.270105141
MX,Reynosa,Reynosa_centro,Wealthy,Prioritized,Perfect Orders,0.943294649,0.941421633,0.934627688,0.928836242,0.930377946,0.941321169,0.943079705,0.945148086,0.942699606
MX,Monterrey,Escobedo,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.403886599,0.4080351,0.411805556,0.409395397,0.404627206,0.404065444,0.404296095,0.397383418,0.415665413
AR,Mar Del Plata,MAR_DEL_PLATA_NORTE,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.527112154,0.487177085,0.480789088,0.499587952,0.518976291,0.525045143,0.507640962,0.506491189,0.516699056
AR,Mar Del Plata,MAR_DEL_PLATA_NORTE,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.228746713,0.22,0.223097113,0.223168654,0.205833333,0.217566479,0.218944099,0.218461539,0.212213741
MX,Matamoros,MAT Victoria,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.760228404,0.755804314,0.756265266,0.759486924,0.717574942,0.727280315,0.724956752,0.740470207,0.765532883
MX,Matamoros,MAT Victoria,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.092062393,0.090224622,0.089595074,0.0894856,0.090624224,0.093362394,0.088454122,0.09247915,0.086550179
BR,Uberlandia,MG - UBE - Uberlândia,Non Wealthy,Not Prioritized,Lead Penetration,0.063244066,0.065673348,0.068298019,0.072501811,0.075097041,0.076491084,0.075499988,0.071092191,0.067072603
MX,Leon,LEO_Centro,Wealthy,Prioritized,Perfect Orders,0.913014353,0.914242255,0.92120257,0.921745722,0.916224837,0.914577457,0.910523315,0.911830676,0.914192201
MX,Guasave,GSV Guasave,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.075128454,0.075938754,0.080700825,0.084121503,0.086775308,0.088212294,0.089356371,0.087678525,0.082811526
BR,Campinas,Cidade Satélite,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
BR,Campinas,Cidade Satélite,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.941578947,0.953333333,0.93,0.860277778,0.861666667,0.913055556,0.957777778,0.99,0.8
BR,Campinas,Cidade Satélite,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.222222222,0.222222222,0.333333333,0.214285714,0.166666667,0.272727273,0.181818182,0.25,0.285714286
MX,Nuevo Laredo,Nlar_centro,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.614062792,0.608879094,0.609109443,0.612792924,0.616573934,0.61993976,0.618184061,0.618531386,0.618735537
BR,Balneario Camboriu,SC - BAL - Balneário,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
MX,Tlaxcala,TLX CHIAUTEMPAN,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.677859558,0.673281494,0.655967605,0.660816854,0.656736599,0.651890472,0.648615043,0.619578212,0.608336905
MX,Tlaxcala,TLX CHIAUTEMPAN,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.25879397,0.278481013,0.261845387,0.236144578,0.229468599,0.228915663,0.232613909,0.243176179,0.262345679
BR,Grande São Paulo,Jardins/Pinheiros,Wealthy,High Priority,% Restaurants Sessions With Optimal Assortment,0.972258604,0.972485875,0.972215531,0.970525557,0.964419713,0.964108552,0.962820711,0.954735104,0.957098103
BR,Grande São Paulo,Jardins/Pinheiros,Wealthy,High Priority,Non-Pro PTC > OP,0.851525971,0.856216579,0.85918539,0.854229076,0.852115065,0.847020666,0.84597901,0.846205806,0.845664425
BR,Grande São Paulo,Jardins/Pinheiros,Wealthy,High Priority,Lead Penetration,0.177233957,0.176334366,0.175405197,0.174238082,0.17442021,0.173927231,0.173589506,0.171943354,0.167776235
AR,Buenos Aires,San Justo - Villa Madero,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.79896647,0.800339698,0.79029258,0.787121933,0.793355612,0.792319123,0.785624516,0.775699444,0.777863444
AR,Buenos Aires,San Justo - Villa Madero,Non Wealthy,Prioritized,Turbo Adoption,,,,,,0.203760876,0.19589714,0.203320711,0.216573612
AR,Buenos Aires,PILAR,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.168831169,0.133333333,0.144736842,0.164556962,0.08045977,0.086021505,0.073684211,0.095744681,0.101851852
CR,San Jose,Guadalupe_Sabanilla,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.506508625,0.491480085,0.498030366,0.46432238,0.468568468,0.472710035,0.439742466,0.452164113,0.46715434
CR,San Jose,Guadalupe_Sabanilla,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.058817956,0.052341292,0.046439759,0.043713439,0.047118642,0.05340174,0.059783913,0.061465759,0.056286681
CR,San Jose,Guadalupe_Sabanilla,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.161676647,0.15060241,0.138138138,0.137614679,0.136231884,0.130952381,0.126506024,0.142414861,0.147368421
MX,Poza Rica De Hidalgo,Poza Rica Hidalgo,Non Wealthy,Not Prioritized,Perfect Orders,0.883481136,0.872407637,0.870611717,0.857674949,0.860485686,0.865920329,0.876442738,0.868299786,0.872801236
